Day,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
2021-02-23,0.4691361865943311,0.4773413897280966,0.5057310282237734,0.10737115014974744,0.5396299501969661
2021-02-24,0.4779103743031139,0.49647532729103727,0.5164143819116872,0.07469491752715571,0.5903791322021759
2021-02-25,0.48646676302621783,0.51460221550856,0.5295178765504028,0.0,0.6362862610851474
2021-02-26,0.4963610598042072,0.5307150050352468,0.5364589752495771,0.044879531536364065,0.6633001666764624
2021-02-27,0.5060743288538398,0.5458207452165157,0.5425401396062789,0.10066604085646594,0.6856815764821551
2021-02-28,0.5143620045426647,0.5538771399798591,0.546789391715499,0.16347056457020245,0.6797870960284129
2021-03-01,0.5215069426962384,0.5709969788519637,0.5498901973087137,0.2261409860980734,0.726406947933107
2021-03-02,0.5292034497096485,0.5861027190332325,0.5545568116883844,0.27262974386482497,0.7591501024505787
2021-03-03,0.5368179285336472,0.6022155085599193,0.5590077422101715,0.3212194358768048,0.796952443802657
2021-03-04,0.5445738352704244,0.6193353474320241,0.5637443838164279,0.3674399892718251,0.8384556091548241
2021-03-05,0.5532631662315401,0.6294058408862034,0.5694193902589327,0.41374994412408916,0.8393384078673716
2021-03-06,0.5616328701097764,0.6435045317220544,0.574744260568509,0.4604175048053283,0.8617221160340414
2021-03-07,0.5690238928315849,0.6555891238670696,0.5791895889121691,0.505744043627911,0.8794413448946274
2021-03-08,0.5760472029801691,0.6686807653575025,0.5843912113029547,0.5331455902731214,0.9038521546195382
2021-03-09,0.5827593717206403,0.6787512588116819,0.58938835419211,0.5590273121451879,0.9151661899007753
2021-03-10,0.5889935141159199,0.6868076535750253,0.5941305979764934,0.5815117786419918,0.9193537703405621
2021-03-11,0.5948967151952977,0.7029204431017121,0.5988280243358618,0.5991238657190111,0.9636727049482277
2021-03-12,0.6012609712703338,0.7119838872104732,0.6036907149499725,0.6216977336730588,0.9716181846457621
2021-03-13,0.6073678285441129,0.7220543806646526,0.6091220266439593,0.6310848866836529,0.9856351931898164
2021-03-14,0.6130023165892113,0.729103726082578,0.6151975888225342,0.6228599526172276,0.9879268745087364
2021-03-15,0.6183709201582861,0.7361530715005035,0.6220266439591714,0.5984086540610611,0.9916436978941423
2021-03-16,0.6240789507180295,0.7401812688821753,0.6294523310663186,0.5699342899289258,0.9794490638216526
2021-03-17,0.6298803237002069,0.7482376636455187,0.6371301161891744,0.5387331813508559,0.985497332950378
2021-03-18,0.6358231245951627,0.7583081570996978,0.6444913782478628,0.5147288900809083,1.0
2021-03-19,0.6419328104271971,0.7623363544813696,0.6511887821985188,0.5042242188547673,0.9857964637400585
2021-03-20,0.6476266981956627,0.7673716012084592,0.6574632217005972,0.49385364981449187,0.9785262148669371
2021-03-21,0.6524833327204791,0.7724068479355489,0.6629533562649158,0.48276786911626657,0.9757397542373907
2021-03-22,0.6577755652166535,0.7794561933534744,0.6689588912169052,0.4702516651021411,0.979793296606613
2021-03-23,0.6639191937477549,0.7854984894259819,0.6755358483378339,0.4621161324929596,0.9748216487549834
2021-03-24,0.67013070767699,0.7905337361530714,0.6822164457541092,0.45344419114031553,0.965036100090015
2021-03-25,0.6759094521931226,0.8006042296072508,0.6883788416936506,0.4459791694604621,0.9800252368491558
2021-03-26,0.681928624160979,0.8066465256797583,0.6947149051551244,0.43972106745339945,0.9757650155832467
2021-03-27,0.6884456223818158,0.811681772406848,0.7015159494011273,0.43395467346117733,0.9645471726303203
2021-03-28,0.694464794349672,0.8157099697885196,0.707798792170396,0.42863528675517404,0.9515528757880567
2021-03-29,0.699765512520613,0.8207452165156092,0.7134709975238372,0.4216619730901613,0.9467191327073659
2021-03-30,0.7062400823676165,0.8267875125881169,0.7202552352354595,0.41544857181172046,0.9403982565483968
2021-03-31,0.7121347977722274,0.8318227593152064,0.7264232333531279,0.4099503821912297,0.9326789832986568
2021-04-01,0.7186829101338756,0.8338368580060423,0.7332438852225746,0.40449689329936067,0.9087519755896212
2021-04-02,0.7248491671310218,0.836858006042296,0.7397452129387906,0.39805998837781054,0.8912636848982087
2021-04-03,0.7307438825356327,0.8388721047331319,0.7459356197689663,0.39233829511421026,0.8709635472761477
2021-04-04,0.7367206261296555,0.8449144008056394,0.7523193017445183,0.38464976979124754,0.8675789819467372
2021-04-05,0.7424116853398655,0.8469284994964753,0.7583332399636981,0.3785257699700505,0.8485470615307662
2021-04-06,0.7480348591519417,0.8509566968781471,0.7643219683813066,0.3716418577622814,0.838496623811614
2021-04-07,0.7533610343471828,0.8549848942598187,0.7698008985893715,0.368199901658397,0.8299481885799871
2021-04-08,0.75933494938295,0.8580060422960726,0.7759380847273422,0.36453444191140305,0.8141796529490053
2021-04-09,0.7646384961121466,0.8610271903323262,0.7813693964213287,0.36153949309373734,0.8017092161375938
2021-04-10,0.7701004421036555,0.8640483383685801,0.786503792674592,0.36578606231281563,0.7885933598126247
2021-04-11,0.7752201325462398,0.866062437059416,0.7911311918073748,0.3727593759778284,0.7730141372406338
2021-04-12,0.7806735928629818,0.8680765357502517,0.7959462639074072,0.38201242680255687,0.7560063479994268
2021-04-13,0.7863929376557475,0.8721047331319235,0.8007949490762009,0.3948415359170354,0.7461694641702596
2021-04-14,0.7914786853992652,0.8761329305135951,0.8049741739588353,0.4083411559608421,0.7393135956695955
2021-04-15,0.796932145716007,0.8801611278952669,0.8094951317072078,0.4221983818336238,0.7308326336996895
2021-04-16,0.8021451785810254,0.8821752265861028,0.8137135718367302,0.43717312592195245,0.7153424447665362
2021-04-17,0.8076834956454346,0.8851963746223565,0.8180412544397263,0.45550042465692187,0.7025709205906958
2021-04-18,0.8131426130786876,0.8892245720040283,0.8222512913020582,0.4744088328639756,0.6943048587821359
2021-04-19,0.8182425036134833,0.891238670694864,0.8271812080536914,0.47624156273747253,0.6796308937473876
2021-04-20,0.8236252499738359,0.8942598187311178,0.8323744271772865,0.47829779625407887,0.6678322985533747
2021-04-21,0.8290871959653445,0.8962739174219537,0.8376908942196727,0.47968351884135707,0.6517694176892581
2021-04-22,0.8349734256951888,0.9003021148036253,0.8428505002745067,0.49018819006749803,0.6419540083442827
2021-04-23,0.8405541711334317,0.9023162134944612,0.847735599601125,0.500335255464664,0.6256009284966266
2021-04-24,0.8464375723050204,0.9043303121852971,0.852757952291851,0.5130749631218988,0.6080690988275368
2021-04-25,0.8515657484223718,0.9063444108761328,0.857385351424634,0.5201823789727772,0.5939164834800081
2021-04-26,0.856541182393922,0.9083585095669687,0.8618110721448501,0.5280944079388493,0.58051517455708
2021-04-27,0.8624641833810889,0.9133937562940585,0.867133141365363,0.536542845648384,0.5749304977864771
2021-04-28,0.8673010179981162,0.9154078549848942,0.8714776305027395,0.5435608600420186,0.562278679071901
2021-04-29,0.8728478207372921,0.919436052366566,0.8765279940840999,0.5504447722497876,0.5545031091063901
2021-04-30,0.8784313947337903,0.9224572004028196,0.8816707936045535,0.556479370613741,0.5427616703160068
2021-05-01,0.8832738864673289,0.9264853977844915,0.8863794243201758,0.5576862902865316,0.5380449542541976
2021-05-02,0.8884982335653695,0.9284994964753274,0.8913961748327751,0.560100129632113,0.5240890567584353
2021-05-03,0.8935104387942423,0.931520644511581,0.8963513013859788,0.560100129632113,0.5149348484973704
2021-05-04,0.8983161592704583,0.9335347432024169,0.9010739375469182,0.5605918376469535,0.5028682896564227
2021-05-05,0.903843162101845,0.9365558912386708,0.9065416633987294,0.5605471369183317,0.49174942016604195
2021-05-06,0.9087195965344503,0.9395770392749244,0.9112530952034151,0.5622904653345849,0.48334660504766
2021-05-07,0.9137148304137899,0.9425981873111783,0.9160933771050185,0.5638549908363506,0.4745191903056041
2021-05-08,0.9186223789872066,0.9456193353474319,0.9208580296019092,0.5652407134236287,0.4661019674637128
2021-05-09,0.923068872564965,0.9486404833836858,0.9252277285408567,0.5656430199812256,0.45958144504976595
2021-05-10,0.9273315098561112,0.9506545820745217,0.9293621359984762,0.5669393411112601,0.45008468143540536
2021-05-11,0.9318968028806038,0.9526686807653576,0.9338438784999609,0.5674757498547226,0.43944209866561845
2021-05-12,0.9361622687300057,0.9546827794561933,0.9379810870466437,0.568772070984757,0.43004513995489635
2021-05-13,0.9404390488124299,0.9587109768378651,0.9421098923261365,0.5702918957579007,0.4280847605223377
2021-05-14,0.9445461153995198,0.9617321248741187,0.946093040974331,0.5714988154306915,0.4230960031312252
2021-05-15,0.9482826408551297,0.9647532729103726,0.949740058934914,0.5722140270886414,0.4195806473894228
2021-05-16,0.9518211672328498,0.9667673716012085,0.9531629897704229,0.5734209467614322,0.41316637373692267
2021-05-17,0.9552974653289472,0.9687814702920442,0.9565719151606146,0.5738679540476509,0.4070228367928417
2021-05-18,0.958889734313523,0.972809667673716,0.9600732764898993,0.574583165705601,0.4077987940139458
2021-05-19,0.9627026308420334,0.9748237663645519,0.9637595096973705,0.5759241875642572,0.40039662083229643
2021-05-20,0.9666654409580893,0.9778449144008056,0.9676082060705203,0.5769970050511822,0.396106505453643
2021-05-21,0.9708799927588909,0.9798590130916415,0.9716725863015542,0.5786509320101917,0.3872315465772491
2021-05-22,0.975394371734783,0.9838872104733133,0.9760730972201993,0.5795896473112511,0.3845245802230206
2021-05-23,0.9798946079193975,0.9869083585095669,0.9804680059607177,0.5804389611550668,0.37826574264404833
2021-05-24,0.9841713880018217,0.9899295065458208,0.9846164188636543,0.5816905815564793,0.37288874373550573
2021-05-25,0.9889007374051373,0.9939577039274924,0.9891821940370417,0.5833892092441106,0.3694341388231406
2021-05-26,0.9938705142601765,0.9969788519637462,0.9940140726714547,0.5846855303741451,0.3615069118445584
2021-05-27,1.0,1.0,1.0,0.5858924500469357,0.34929491714094585
